smiles,pIC50
C[C@H]1CCCN1CCCOc2ccc(cc2)N3CCN(CC3=O)C(=O)c4ccc(F)cc4F.OC=O,4.50
C[C@H]1CCCN1[C@@H]2CCN(C2)c3ccc(NC(=O)c4cc(F)ccc4C)c(C)c3,5.74
C[C@H]1CCCN1[C@H]2CCN(C2)c3ccc(NC(=O)C4CCOCC4)c(C)c3,4.72
C[C@H]1CCCN1[C@H]2CCN(C2)c3ccc(NC(=O)c4c(C)onc4C)c(C)c3,4.43
C[C@H]1CCCN1[C@H]2CCN(C2)c3ccc(NC(=O)c4cc(F)ccc4C)c(C)c3,5.96
C[C@H]1CC[C@H](CN1C(=O)C2CC2)c3nc(c4ccc(cc4F)C(=O)Nc5cc(ccn5)C(F)(F)F)c6c(N)nccn36,5.37
C[C@H]1CN(CC[C@H]1Nc2c(cnc3[nH]ccc23)C(=O)N)c4ccc(cn4)C#N,4.54
C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(CC3)Nc4cccc(F)c4)cc2)CCN1,4.80
C[C@H]1CN(Cc2cccc(c2)c3cc(CNC(=O)c4cccc(CC5CCNCC5)c4)ccc3F)CCN1,5.00
C[C@H]1CNC[C@H](C)N1c2oc3cccc(C(=O)N[C@@H]4C[C@H]5CCC[C@@H](C4)N5C)c3n2,5.19
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,3.01
C[C@H]1C[C@H]2CSC(=N[C@]2(CO1)c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)N,6.70
C[C@H]1C[C@H]2CSC(=N[C@]2(CO1)c3cc(NC(=O)c4ccc(cn4)C#N)cs3)N,5.74
C[C@H]1C[C@H]2CSC(=N[C@]2(CO1)c3nc(NC(=O)c4ccc(Cl)cn4)cs3)N,5.05
C[C@H]1C[C@H]2CSC(=N[C@]2(CO1)c3nc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)N,6.40
C[C@H]1C[C@H]2CSC(=N[C@]2(CO1)c3nc(NC(=O)c4ccc(OC(F)F)cn4)cs3)N,4.78
C[C@H]1C[C@H]2CSC(=N[C@]2(CO1)c3nc(NC(=O)c4ncc(OC(F)F)cc4C)cs3)N,5.02
C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4c(ccn4C(=O)Nc5cc([nH]n5)C6(C)CC6)c3,4.56
C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4c(ccn4C(=O)Nc5cc(on5)C(C)(C)C)c3,4.95
C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4c(ccn4C(=O)Nc5cc(on5)C6(CC6)C(F)(F)F)c3,5.13
C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4c(ccn4C(=O)Nc5cccc(c5)C(F)(F)F)c3,4.97
C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4ccn(C(=O)Nc5cc(on5)C6(CC6)C(F)(F)F)c4c3,5.07
C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]4(N1)C(=O)Nc5ccc(Cl)cc45,4.52
C[C@H]1N(CCn2c1nnc2c3cccc(C)n3)C(=O)c4ccc(cc4)c5ccccc5,4.60
C[C@H]1N(CCn2c1nnc2c3cccc(C)n3)C(=O)c4ccc(cc4)c5cccs5,5.14
C[C@H]1N(CCn2c1nnc2c3cccc(O)n3)C(=O)c4ccc(cc4)c5cccs5,4.70
C[C@H]1N(CCn2c1nnc2c3cncc(C)n3)C(=O)c4ccc(cc4)c5cccs5,5.33
C[C@H]1N(CCn2c1nnc2c3csc(C)n3)C(=O)c4ccc(cc4)c5cccs5,4.62
C[C@H]1N(CCn2c1nnc2c3csc(n3)c4ccc(F)cc4F)C(=O)c5ccc(cc5)c6cccs6,5.85
C[C@H]1N(CCn2c1nnc2c3nc(C)c(C)s3)C(=O)c4ccc(cc4)c5cccs5,4.92
C[C@H]1N(CCn2c1nnc2c3nc(C)cs3)C(=O)c4ccc(cc4)c5cccs5,4.77
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4cc(F)c(F)c(F)c4,4.15
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4cc(F)c(F)c(F)c4F,4.15
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4cc(F)cc(F)c4,4.34
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(Cl)c(Cl)c4,4.38
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(Cl)c(F)c4,4.15
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(Cl)cc4,4.18
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)c(Cl)c4,4.35
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)c(F)c4,4.15
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)c(F)c4F,4.15
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)cc4,4.15
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)cc4F,4.15
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(cc4)C#N,4.23
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(cc4)C(F)(F)F,4.35
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(cc4)c5cccs5,5.10
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4cccc(Cl)c4,4.15
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4cccc(F)c4,4.15
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccccc4,4.30
C[C@H]1N(CCn2c1nnc2c3nc(ns3)C(F)(F)F)C(=O)c4ccc(F)cc4,4.41
C[C@H]1N(CCn2c1nnc2c3onc(C)n3)C(=O)c4ccc(cc4)c5cccs5,5.29
C[C@H]1SC(=N[C@]2(CO[C@H](C[C@@H]12)c3cnn(C)c3)c4ccc(F)cc4F)N,5.32
C[C@H]1SC(=N[C@]2(CO[C@H](C[C@@H]12)c3occ(C)n3)c4ccc(F)cc4F)N,5.32
C[C@H]1SC(=N[C@]2(CO[C@H](C[C@@H]12)c3onc(C)c3)c4ccc(F)cc4F)N,5.68
C[C@H]1Sc2ccccc2O[C@@H]1c3ccc(OCCCN4CCCC4)cc3,7.60
C[C@H]1[C@@H](Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3,6.36
C[C@H]1[C@H](Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3,6.36
C[C@](N)(CF)c1nc(c[nH]1)c2ccc(OC(F)(F)F)cc2,4.85
C[C@]1(CCSC(=N1)N)c2cc(CNC3(CC3)C#N)c(F)cc2F,4.55
C[C@]1(CCSC(=N1)N)c2cc(CNC3(CC3)C(F)(F)F)c(F)cc2F,5.46
C[C@]1(CCSC(=N1)N)c2cc(CNC3(CC3)C(F)F)c(F)cc2F,4.86
C[C@]1(CCSC(=N1)N)c2cc(CNC3(COC3)C(F)(F)F)c(F)cc2F,4.78
C[C@]1(CCSC(=N1)N)c2cc(CNC3CC3)c(F)cc2F,4.31
C[C@]1(CCSC(=N1)N)c2cc(CNCC(F)(F)F)c(F)cc2F,5.21
C[C@]1(CCSC(=N1)N)c2cc(CNCC(F)F)c(F)cc2F,4.83
C[C@]1(CCSC(=N1)N)c2cc(CNCC3CC3)c(F)cc2F,4.48
C[C@]1(CCSC(=N1)N)c2cc(CNCCC(F)(F)F)c(F)cc2F,4.69
C[C@]1(COc2ccc(OC(F)(F)F)cc2)Cn3cc(nc3O1)[N+](=O)[O-],4.98
C[C@]1(CS(=O)(=O)N2CCC(CC2)Oc3ccc(OC(F)(F)C(F)F)cc3)NC(=O)NC1=O,4.40
C[C@]1(CS(=O)(=O)N2CCN(CC2)c3ncc(OCc4oc(cc4)C(F)(F)F)cn3)NC(=O)NC1=O,4.36
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4ccc(F)cc4)C(=O)N)C1(C)C,4.99
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4ccc(F)nc4)C(=O)N)C1(C)C,4.46
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4ccc(cc4)C#N)C(=O)N)C1(C)C,4.92
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4ccc(nc4)C#N)C(=O)N)C1(C)C,5.39
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4cccc(Cl)c4)C(=O)N)C1(C)C,5.22
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4cccc(F)c4)C(=O)N)C1(C)C,5.12
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4ccccc4F)C(=O)N)C1(C)C,5.02
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4ccnc(F)c4)C(=O)N)C1(C)C,4.39
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4cncc(F)c4)C(=O)N)C1(C)C,5.30
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4cncnc4)C(=O)N)C1(C)C,5.07
C[C@]12C[C@H](CC(C1)c3ccccc3)N(CCN4CCN(C4=O)c5cccc(Cl)c5)C2,7.20
C[N+]1([O-])CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,3.88
C[S+]([O-])Cc1ccc(C(=O)Nc2nccnc2C(=O)NCC3CCC3)c4ccccc14,4.77
C[S+]([O-])c1ccc(cc1)c2cnc3ccc(nn23)c4cccc(c4)[S+](C)[O-],4.92
C[S+]([O-])c1ccc(cn1)N2CCC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)C2,5.52
C[S+]([O-])c1nc(c2ccc(F)cc2)c(c3ccnc(N)c3)n1C,4.08
C[S+]([O-])c1nc(c2ccc(F)cc2)c(c3ccnc(NC(=O)C)c3)n1C,3.67
C[n+]1c(CCCOc2ccc(Cl)cc2)cccc1CCCOc3ccc(Cl)cc3,7.85
C[n+]1c(CCCOc2cccc(Cl)c2)cccc1CCCOc3cccc(Cl)c3,7.22
C[n+]1c(CCCOc2ccccc2)cccc1CCCOc3ccccc3,6.68
C[n+]1c(CCCOc2ccccc2Cl)cccc1CCCOc3ccccc3Cl,7.13
C[n+]1c(CCc2ccccc2)cccc1CCc3ccccc3,6.33
C[n+]1c(COc2ccccc2)cccc1COc3ccccc3,6.12
C[n+]1c(cccc1C#CC2CCCCC2)C#CC3CCCCC3,5.36
C[n+]1c(cccc1C#CCOc2ccc(Cl)cc2)C#CCOc3ccc(Cl)cc3,4.51
C[n+]1c(cccc1C#CCOc2ccccc2)C#CCOc3ccccc3,4.85
C[n+]1c(cccc1C#Cc2ccc(Cl)cc2)C#Cc3ccc(Cl)cc3,5.94
C[n+]1c(cccc1C#Cc2ccc(cc2)c3ccccc3)C#Cc4ccc(cc4)c5ccccc5,6.53
C[n+]1c(cccc1C#Cc2cccc(Cl)c2)C#Cc3cccc(Cl)c3,5.40
C[n+]1c(cccc1C#Cc2ccccc2)C#Cc3ccccc3,6.26
C[n+]1c(cccc1C#Cc2ccccc2Cl)C#Cc3ccccc3Cl,5.41
C\C=C/1\N(C)C(C)CC1(c2ccccc2)c3ccccc3,4.30
C\C=C\c1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F,4.89
Cc1[nH]c(cc1C(=O)NCCCN2CCN(CC2)c3cccc(Cl)c3Cl)c4ccccc4,7.00
Cc1[nH]c2ccccc2c1C3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4)C3,4.56
Cc1[nH]c2ccccc2c1C3CCN(Cc4ccc(\C=C\C(=O)NO)cc4)C3,4.87
Cc1[nH]c2ccccc2c1CC3CCCCN3Cc4ccc(\C=C\C(=O)NO)cc4,5.04
Cc1[nH]c2ccccc2c1CCN(CCF)Cc3ccc(\C=C\C(=O)NO)cc3,5.24
Cc1[nH]c2ccccc2c1CCN3CCCC3c4ccc(\C=C\C(=O)NO)cc4,4.71
Cc1[nH]c2ccccc2c1CCN3CCc4cc(\C=C\C(=O)NO)ccc4C3,4.83
Cc1[nH]c2ccccc2c1CCN3CCc4ccc(\C=C\C(=O)NO)cc4C3,5.57
Cc1[nH]c2ccccc2c1CCN3CCc4ccc(\C=C\C(=O)NO)cc4CC3,5.49
Cc1[nH]c2ccccc2c1CCN3Cc4ccc(\C=C\C(=O)NO)cc4C3,5.32
Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C,5.54
Cc1[nH]nc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5)c1C,5.06
Cc1[nH]nc2c3cc(C4CCCCC4)c(cc3N(CCCN)C(=O)c12)C5CCCCC5,5.28
Cc1[nH]nc2c3cc(C4CCCCC4)c(cc3N(C[C@H](F)CN)C(=O)c12)C5CCCCC5,4.88
Cc1c(C)n(Cc2ccccc2)c3ncnc(OC4CCN(Cc5cscn5)CC4)c13,6.29
Cc1c(CCC2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)ccc5C(=O)OCc15,5.23
Cc1c(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)ccc5C(=O)OCc15,4.78
Cc1c(CCN2CCN(CC2)C(=O)Cc3ccc(cn3)n4cnnn4)ccc5C(=O)OCc15,4.48
Cc1c(CCN2CCN(CC2)C(=O)Cc3ccc(nc3)n4cnnn4)ccc5C(=O)OCc15,4.64
Cc1c(CCN2CCN(CC2)C(=O)Cc3cnc(cn3)n4cnnn4)ccc5C(=O)OCc15,4.92
Cc1c(CCN2CCN(CC2)C(=O)Cc3cncc(c3)n4cnnn4)ccc5C(=O)OCc15,4.68
Cc1c(CNC2CCCC2)nn(c1c3ccc(Cl)nc3)c4ncccc4Cl,5.57
Cc1c(CNC2CCCC2)nn(c1c3cccnc3)c4ncccc4Cl,4.64
Cc1c(CNC2CCCC2)nn(c3ccc(Cl)cc3Cl)c1c4ccc(Cl)cc4,7.64
Cc1c(CNC2CCCC2)nn(c3ccc(Cl)cc3Cl)c1c4cccnc4,5.54
Cc1c(CN[C@H]2CC[C@@H](F)C2)nn(CCC#N)c1c3cc(F)cc(F)c3,5.02
Cc1c(Cl)c(ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)C#N,4.80
Cc1c(Cl)ccc(OC2CCN(CC2)C3CCN(CC3)S(=O)(=O)NC(=O)c4ccccc4)c1Cl,5.40
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2)c1Cl,5.30
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl,5.70
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c13,5.40
Cc1c(O)ccc2C(N(Cc3ccccc3c4ccc(F)c(F)c4)C(=O)c12)C(=O)NC(C)(C)C,4.57
Cc1c(O)ccc2C(N(Cc3ccccc3c4ccccc4)C(=O)c12)C(=O)NC(C)(C)C,4.44
Cc1c(OC(F)F)ccc2C(N(Cc3ccccc3c4ccccc4)C(=O)c12)C(=O)NC(C)(C)C,4.66
Cc1c(OCF)ccc2C(N(Cc3ccccc3c4ccccc4)C(=O)c12)C(=O)NC(C)(C)C,4.57
Cc1c(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cccc1C(=O)N,5.96
Cc1c(cc(c2ccccc2)n1C)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl,6.85
Cc1c(cc(c2cccnc2)n1C)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl,5.17
Cc1c(ccc(F)c1C#N)[C@@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4ccc(cn4)n5cnnn5,4.69
Cc1c(ccc(F)c1C#N)[C@@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4ccc(nc4)n5cnnn5,5.00
Cc1c(ccc(F)c1C#N)[C@@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4cnc(cn4)n5cnnn5,5.00
Cc1c(ccc(F)c1C#N)[C@@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4cnc(nc4)n5cnnn5,5.23
Cc1c(ccc(F)c1C#N)[C@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4ccc(cn4)n5cnnn5,4.70
Cc1c(ccc(F)c1C#N)[C@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4ccc(nc4)n5cnnn5,4.90
Cc1c(ccc(F)c1C#N)[C@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4ccc(nn4)n5cnnn5,4.47
Cc1c(ccc(F)c1C#N)[C@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4cnc(cn4)n5cnnn5,4.91
Cc1c(ccc(F)c1C#N)[C@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4cnc(nc4)n5cnnn5,4.60
Cc1c(ccc2nonc12)[C@H]3CN4CCN(C[C@H]4CO3)C(=O)Cc5ccc(nc5)n6cnnn6,5.00
Cc1c(cccc1[C@@H]2CN3CCN(C[C@@H]3CO2)C(=O)Cc4ccc(nc4)n5cnnn5)C#N,4.83
Cc1c(cccc1[C@H]2CN3CCN(C[C@H]3CO2)C(=O)Cc4ccc(nc4)n5cnnn5)C#N,4.75
Cc1c(ncn1Cc2cccc(c2)C(F)(F)F)C(=O)Nc3ccn(C)n3,4.54
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,5.42
Cc1c2CCCN3CCCC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15,6.05
Cc1c2CCCN3CCC[C@@H](C3)Nc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15,5.47
Cc1c2CCCN3CCC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15,5.59
Cc1c2CCCN3CCOC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15,4.90
Cc1c2CCCN3CC[C@H](CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15)C3,6.36
Cc1c2CCCN3C[C@@H](F)C[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15,4.79
Cc1c2COC(=O)c2ccc1C(F)CN3CCN(CC3)C(=O)Cc4ccc(nc4)n5cnnn5,4.66
Cc1c2COC(=O)c2ccc1C(O)CN3CCN(CC3)C(=O)Cc4ccc(nc4)n5cnnn5,4.48
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccc(cn5)C#N,5.62
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccc(cn5)S(=O)(=O)C,4.88
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccc(cn5)n6cnnn6,5.48
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccc(nc5)C#N,5.92
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccc(nc5)C(C)(C)O,4.54
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccc(nc5)S(=O)(=O)C,4.53
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccns5,5.85
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5cnc(cn5)S(=O)(=O)C,4.80
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5cncc(c5)C#N,5.62
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5cc(ns5)c6ccccc6,8.02
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5ccncc5,4.83
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5ccncn5,4.66
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5ccnnc5,4.57
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5ccns5,5.16
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5cnsc5,5.31
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5cnsn5,5.21
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5ncns5,4.91
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5onc(c5)c6ccccc6,7.27
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5sncc5Cl,5.82
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C5=NN(C(F)F)C(=O)C=C5)C4=O,4.72
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C5=NN(C6CCCC6)C(=O)C=C5)C4=O,4.87
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(CC4)c5ccc(cn5)C#N,6.71
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C(=O)C4)c5ccc(cn5)C#N,5.74
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C(=O)C4)c5ccc(cn5)S(=O)(=O)C,4.68
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C(=O)C4)c5ccns5,5.10
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C(=O)C4)c5cnc(cn5)S(=O)(=O)C,4.66
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C(=O)C4)c5cncc(c5)C#N,5.74
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C(=O)O4)c5ccns5,4.92
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C4)c5ccc(cn5)C#N,4.98
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C4)c5ccns5,5.35
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(CC(O)c4cc(C5CC5)c(cn4)C#N)CC3,4.93
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(CC(O)c4cc(c(cn4)C#N)C(F)(F)F)CC3,5.13
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(CC(O)c4ncc(cc4Cl)C#N)CC3,4.96
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(C[C@H](O)c4ccc(cn4)C#N)CC3,4.71
Cc1c2COC(=O)c2ccc1[C@@H]3CN4CCN(C[C@@H]4CO3)C(=O)Cc5ccc(nc5)n6cnnn6,4.17
Cc1c2COC(=O)c2ccc1[C@@H]3CN4CCN(C[C@H]4CO3)C(=O)Cc5ccc(nc5)n6cnnn6,4.69
Cc1c2COC(=O)c2ccc1[C@@H]3CN4CCN(C[C@H]4CS3)C(=O)Cc5ccc(nc5)n6cnnn6,5.05
Cc1c2COC(=O)c2ccc1[C@H]3CN4CCN(C[C@@H]4CN3)C(=O)Cc5ccc(nc5)n6cnnn6,4.66
Cc1c2COC(=O)c2ccc1[C@H]3CN4CCN(C[C@@H]4CO3)C(=O)Cc5ccc(nc5)n6cnnn6,4.27
Cc1c2COC(=O)c2ccc1[C@H]3CN4CCN(C[C@H]4CO3)C(=O)Cc5ccc(nc5)n6cnnn6,4.38
Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5C=CNC(=O)c35)cccc12,5.09
Cc1c[nH]nc1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5,5.28
Cc1cc(C)cc(NC(=O)c2cncc(c2)c3ccc(cc3)C#N)c1,4.80
Cc1cc(C)n(CC(NC(=O)NC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)c5ccccc5)n1,5.55
Cc1cc(C)n(Cc2ccc(cc2)C(=O)NCC3(CCOCC3)c4nc(cs4)c5ccccc5)n1,4.35
Cc1cc(C)nc(Nc2cc(NCC3(N)CC3)cnc2C(=O)N)c1,5.77
Cc1cc(C)nc(Nc2cc(NC[C@@H](N)C(F)(F)F)cnc2C(=O)N)c1,4.38
Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CC(F)F)cnc2C(=O)N)c1,5.28
Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CCS(=O)(=O)C)cnc2C(=O)N)c1,4.85
Cc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,5.80
Cc1cc(C)nc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(=O)N)c1,4.54
Cc1cc(C)nc(n1)N2C[C@H]3CN(C[C@H]3C2)C(=O)c4c(C)cccc4n5nccn5,5.16
Cc1cc(C)nc(n1)N2C[C@H]3CN(C[C@H]3C2)C(=O)c4cccc(F)c4n5nccn5,5.22
Cc1cc(CC(C)(C)O)cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)n1,5.23
Cc1cc(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)cc5COC(=O)c15,5.00
Cc1cc(C[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F,5.33
Cc1cc(Cl)c2c(c[nH]c2c1)C(=O)OCC34CCN(CC3)CC4,5.61
Cc1cc(Cl)cc2[nH]c(nc12)[C@@H](CNC(=O)c3c(Cl)cc(cc3Cl)n4cnc(C)n4)c5cccc(F)c5,5.52
Cc1cc(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2,4.50
Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2,5.00
Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)c4cc(ccc34)S(=O)(=O)C)CC2,5.70
Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2,5.66
Cc1cc(Cl)ccc1c2nc3OC(C)(C)CC(N=C(O)C(O)C(F)(F)F)c3cc2c4ccc(Cl)cc4,6.47
Cc1cc(Cl)cnc1C(=O)Nc2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2,5.31
Cc1cc(F)ccc1C2CCN(CC3Cc4c(Cl)ccc(O)c4CN3)CC2,6.01
Cc1cc(F)ccc1C2CCN(CC3Cc4ccccc4CN3)CC2,6.70
Cc1cc(F)ccc1[C@@H]2CCN(C[C@@H]3CCc4cccnc4[C@@H](O)C3)C[C@H]2O,4.89
Cc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,5.40
Cc1cc(NCc2c(C)cccc2C)c3cccc(C(=O)N)c3n1,6.30
