smiles,pIC50
CCO[C@@H]1Cc2cc(ccc2[C@H]1N3CCN(C[C@@H]3C)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C)C(F)(F)F,5.35
CCO[C@H]1CN(C[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)[C@@H]3CC[C@@](O)(CC3)c4ccc(C)cc4,4.96
CCO[C@H]1CN(C[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)[C@@H]3CC[C@@](O)(CC3)c4ccc5OCOc5c4,4.89
CCO[C@H]1CN(C[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)[C@@H]3CC[C@@](O)(CC3)c4ccccc4,4.77
CCO[C@H]1COCC[C@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F,5.19
CCO\N=C(\c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)/c5ccc(F)c(F)c5,6.85
CCO\N=C(\c1ccc(F)c(F)c1)/c2ccc(CN3CCC4(CC3)OCC5=CN(C)C(=O)C=C45)cn2,5.44
CCO\N=C(\c1ccc(F)c(F)c1)/c2ccc(CN3CCC4(CC3)OCc5cc(F)ncc45)cn2,5.75
CCOc1cc(C)c2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,8.92
CCOc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,6.17
CCOc1cc(CN2CCC(CC2)NC(=O)c3cccc(c3)S(=O)(=O)C)ccc1Cl,5.89
CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)C(=O)N)cc(OCC)c1F,6.37
CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)CC)ccc1OC,6.74
CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)N)ccc1OC,5.46
CCOc1cc(N)c(Cl)cc1C(=O)NCC2CN(Cc3ccc(F)cc3)CCO2,5.32
CCOc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,4.90
CCOc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1,4.49
CCOc1cc(ccc1c2nc(n3ccnc(N)c23)C45CCC(CC4)(CC5)C(=O)O)C(=O)Nc6cc(ccn6)C(F)(F)F,4.59
CCOc1cc(ncc1C#N)C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,4.99
CCOc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1N4CCN(C)CC4,4.82
CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1C4CCN(C)CC4,4.96
CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCC(O)CC4,4.77
CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCCN(C)CC4,5.22
CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,4.64
CCOc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3Cl)c2cc1C4CCN(C)CC4,5.40
CCOc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3Cl)c2cc1N4CCN(C)CC4,5.10
CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,4.12
CCOc1ccc(CCN2[C@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1,4.91
CCOc1ccc(c(F)c1)n2nc3c(nnc(C)c3c2C)N4CC(C4)OC,5.22
CCOc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,4.84
CCOc1ccc(cn1)c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(cnn3c2)C(=O)N,4.77
CCOc1ccc(nn1)n2ncc(c2C)c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3,4.98
CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,6.40
CCOc1cccc(c1)c2cccc(c2)N3C=C(C(=O)NC(C)C)C(=O)c4cccnc34,5.57
CCOc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C,4.85
CCOc1ccccc1C[C@@H](N2CCNCC2)c3ccccc3,5.16
CCOc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2,5.24
CCOc1nc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ccc(F)cn6)n(C)c4c3)ccc1\C=C\C(=O)O,5.68
CCOc1nc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(c3)c(C)c(c5ccc(F)cn5)n4C6CCCCC6)ccc1\C=C\C(=O)O,5.85
CCOc1nn(cc1Nc2ncc(Cl)c(n2)c3cnn4ccccc34)C5CCN(CC5)C(=O)C,5.19
CCS(=O)(=O)C[C@@H]1C[C@@H](CC[C@@H]1N2CC[C@H](NC(=O)c3cccc(c3)c4ccccc4)C2=O)N(C)C(C)C,4.22
CCS(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)c3ccc(nc3)C(F)(F)F,5.43
CCS(=O)(=O)c1ccc2c(c1)nc(n2CC3CC3)C(C)(C)C,5.59
CCS(=O)(=O)c1cnc(cn1)N2CC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)CC2=O,5.21
CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOC5,4.60
CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOCC5,5.51
CCSc1ccccc1C(=O)N(CC2CCC2)[C@H]3CCNC3,5.12
CCSc1ncccc1C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O,4.85
CC[C@@H](C)Oc1cc2[C@@H](N(C(=O)Cc2cc1OC)c3ccc(cc3)N(C)C[C@@H]4CC[C@H](CC4)N(C)C)c5ccc(Cl)cc5,5.89
CC[C@@H](CC(=O)NCC1CCCCC1)n2c(N)nc3cc(Cl)ccc23,5.12
CC[C@@H](NC(=O)c1cc(C(=O)N2CCC[C@@H]2C)n3CCOCc13)c4ccc(Cl)c(Cl)c4,5.00
CC[C@@H]1NC(=NC1(c2ccc(F)cc2)c3ccc(F)cc3)c4cc(ccn4)C#N,6.31
CC[C@@H]1Sc2ccccc2O[C@@H]1c3ccc(OCCCN4CCCC4)cc3,7.96
CC[C@@]1([C@@H]2CN(CC3(O)Cc4ccccc4C3)C[C@H]12)c5cccc(NS(=O)(=O)C)c5,5.80
CC[C@@]1([C@@H]2CN(CC3(O)Cc4ccccc4C3)C[C@H]12)c5cccc(c5)C(=O)N,5.66
CC[C@@]1([C@@H]2CN(CC3Cc4ccccc4C3)C[C@H]12)c5cccc(NS(=O)(=O)C)c5,6.49
CC[C@@]1([C@@H]2CN(CCCC3(O)CCCCC3)C[C@H]12)c4cccc(NS(=O)(=O)C)c4,6.15
CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2,5.66
CC[C@H]1CN2CC[C@@]3([C@@H]2C[C@@H]1\C(=C/OC)\C(=O)OC)C(=O)Nc4ccccc34,3.11
CC[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)cc4,4.15
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCn4cnc(c4)c5cccnc5)C(=O)O[C@]13C)OC,4.40
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H]3N(C4CN(C4)[C@H](C)c5ccnc6ncccc56)C(=O)O[C@]13C,4.37
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H]3N(C4CN(Cc5c(O)cnc6cccnc56)C4)C(=O)O[C@]13C,4.17
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H]3N(C4CN(Cc5c(O)cnc6ncccc56)C4)C(=O)O[C@]13C,3.85
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H]3N(C4CN(Cc5ccnc6cccnc56)C4)C(=O)O[C@]13C,3.71
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H]3N(C4CN(Cc5ccnc6ncccc56)C4)C(=O)O[C@]13C,4.10
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C(C)C)[C@](C)(O)C[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@]1(C)O,8.00
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,4.34
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)[C@H](N)[C@H](C)[C@@H](O)[C@]1(C)O,3.50
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@](C)(C[C@H](C)O2)OC)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C(C)C)[C@](C)(O)C[C@@H](C)[C@H](OCC(=O)NC)[C@H](C)[C@@H](O)[C@]1(C)O,4.52
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,5.89
CC\N=C(\N1CCCc2cc(ccc12)C3=NNC(=O)SC3C)/c4ccc(OC)c(OC)c4,5.18
CCc1[nH]ncc1Cn2cc(cn2)c3ccc(Cl)c(OC(F)F)c3,4.46
CCc1c(C)c2OCC(=O)Nc2nc1CNC34CCC(CCc5c(F)cnc6ccc(OC)nc56)(CC3)OC4,6.15
CCc1c(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)ccc5C(=O)OCc15,4.57
CCc1c(CN[C@H]2CC[C@@H](F)C2)nc(c3ncccc3Cl)n1c4ccc(C)nc4,4.82
CCc1c(Nc2ncc(Cl)c(n2)c3cnn4ccccc34)cnn1C5CCN(CC5)C(=O)C,4.77
CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)cc3)C(=O)NC(C)(C)c4nnnn4C,4.64
CCc1cc(COc2cc(nn2c3ccc(cc3)C#N)C(=O)N4CCC[C@@H](N)C4)on1,5.30
CCc1cc(N2CCN(CCc3ccc(OCCCN4CCCCCC4)cc3)CC2)c5nc(CCC(=O)O)ccc5c1,4.30
CCc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,5.40
CCc1cc(Oc2cc(Cl)ccc2CNC)ccc1Cl,5.94
CCc1cc(Oc2ccc(F)cc2CNC)ccc1Cl,5.34
CCc1cc(ccc1NC(=O)c2ccccc2F)c3oc(NCCCN4CCCCC4)nn3,4.60
CCc1cc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5,5.92
CCc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3,8.13
CCc1ccc2oc(nc2n1)N3CCN4CCC3CC4,4.56
CCc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)n1,5.20
CCc1ccn2ccnc2c1N3CCCN(CC3)[C@@H](CC(=O)N)C4CCN(CC4)C(=O)[C@H]5C[C@@H]6CC[C@H]5O6,5.08
CCc1ccn2ccnc2c1N3CCCN(CC4CCN(CC4)C(=O)[C@H]5C[C@@H]6CC[C@H]5O6)CC3,5.89
CCc1cnc(nc1)N2CCC(CC2)[C@H]3C[C@H]3CCOc4ccc(CC(=O)N5CCC5)c(F)c4,5.49
CCc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2,5.35
CCc1n[nH]c(CC)c1Oc2cc(C)cc(c2)C#N,4.00
CCc1n[nH]c(CC)c1Oc2cc(Cl)cc(c2)C#N,4.41
CCc1n[nH]c(CC)c1Oc2cc(cc(c2)C#N)C#N,5.01
CCc1nc2c(C)cc(C)nc2n1Cc3ccc(\C=C\CN4CCN(CC4)C(C)C)cc3,6.00
CCc1nc2c(C)cc(cn2c1N(C)c3nc(c4ccc(F)cc4)c(C#N)s3)N5CCN(CC(=O)N6CC(O)C6)CC5,4.82
CCc1nc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2s1,6.60
CCc1nc2cc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3cc2s1,5.90
CCc1nc2ccc(cn2c1N(C)c3nc(c4ccc(F)cc4)c(C#N)s3)C5CCN(CC(=O)N6CC(O)C6)CC5,5.54
CCc1nc2ccc(cn2c1N(C)c3nc(cs3)c4ccc(F)cc4)C5CCN(CC(=O)N6CC(O)C6)CC5,5.25
CCc1nc2ccc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2s1,6.80
CCc1nc2ccc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3c2s1,5.50
CCc1ncc(s1)[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4nn(C)c5ccc(cc45)C(F)(F)F,4.64
CCc1nn(C)c2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc12,6.00
CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(nc12)N4CCNCC4,5.29
CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(nc12)N4CCN[C@H](C)C4,5.85
CCc1nn(cc1Nc2ncc(Cl)c(n2)c3cnn4ccccc34)C5CCN(CC5)C(=O)C,5.28
CCc1nn2ccccc2c1CCN(Cc3ccc(\C=C\C(=O)NO)cc3)C(C)C,5.12
CCc1noc(n1)c2nnc3[C@@H](C)N(CCn23)C(=O)c4ccc(F)cc4,4.15
CCc1noc(n1)c2nnc3[C@@H](C)N(CCn23)C(=O)c4ccc(cc4)c5cccs5,4.49
CCc1noc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc12,6.00
CCc1nsc(n1)c2nnc3[C@@H](C)N(CCn23)C(=O)c4ccc(F)cc4,4.49
CCc1oc(CCc2cc(cc(NC(=O)C)n2)N3CCOCC3)nc1C,5.15
CCc1oc(CCc2cc(cc(NC(C)C)n2)N3CCOCC3)nc1C,6.27
CCc1oc(CCc2cc(cc(NC)n2)N3CCOCC3)nc1C,6.08
CCc1oc(CCc2cc(cc(NCC#N)n2)N3CCOCC3)nc1C,5.37
CCc1oc(CCc2cc(cc(NCC(F)(F)F)n2)N3CCOCC3)nc1C,5.80
CCc1oc(CCc2cc(cc(NCCC#N)n2)N3CCOCC3)nc1C,5.80
CCc1oc(CCc2cc(cc(NCCOC)n2)N3CCOCC3)nc1C,6.05
CCc1oc(SCc2cc(cc(NCC#N)n2)N3CCOCC3)nc1C,5.08
CCc1oc(nn1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(C)c7,5.37
CCc1oc(nn1)[C@H]2[C@@H]3CN(C[C@H]23)C(=O)c4ccc(C[C@@H]5CC[C@@H](N5)[C@H](O)c6ccccc6)cc4,4.44
CCc1oc2c(Br)c3CCN(CCCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.80
CCc1oc2c(Br)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.90
CCc1oc2c(Br)c3CCN(CCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.60
CCc1oc2c(Br)c3CCN(CCc3cc2n1)C(C)CCSc4nnc(c5cccc6nc(C)ccc56)n4C,5.50
CCc1oc2c(C)c3CCN(CCCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.80
CCc1oc2c(C)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,6.30
CCc1oc2c(C)c3CCN(CCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.60
CCc1oc2c(C)c3CCN(CCc3cc2n1)C(C)CCSc4nnc(c5cccc6nc(C)ccc56)n4C,5.40
CCc1oc2cc(CN3CCC(CC3)NC(=O)C4=CC(=O)c5ccc(F)cc5O4)ccc2n1,4.57
CCc1oc2cc3CCN(CCCSc4nnc(c5ccc(F)c(F)c5)n4C)CCc3cc2n1,5.90
CCc1oc2cc3CCN(CCCSc4nnc(c5ccc(cc5)C(F)(F)F)n4C)CCc3cc2n1,6.60
CCc1oc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.30
CCc1oc2cc3CCN(CCCSc4nnc(c5cccnc5)n4C)CCc3cc2n1,4.80
CCc1oc2cc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3cc2n1,5.20
CCc1oc2ccc(CN3CCC(CC3)NC(=O)C4=CC(=O)c5ccc(F)cc5O4)cc2n1,4.70
CCc1oc2ccc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2n1,5.20
CCc1oc2ccc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3c2n1,5.30
CCc1onc(n1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(C)c7,5.02
CCc1sc(CCc2cc(cc(NC(C)c3cc(Cl)cc(NC(=O)OC(C)C)c3)n2)N4CCOCC4)nc1C,7.44
CCn1cc(cn1)C2(NC(Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(C)C(=O)O7,4.57
CCn1cc(cn1)C2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(C)C(=O)O7,4.40
CCn1cc(cn1)N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2,4.41
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(C(C)C)C(=O)O7,5.11
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(C)C(=O)O7,4.53
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(CC(=O)N)C(=O)O7,4.46
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(CC(=O)O)C(=O)O7,4.52
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(CC8CC8)C(=O)O7,5.26
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(CCN(C)C)C(=O)O7,5.47
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7noc(C)n7,5.14
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(C)nn7,5.07
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(NC)nn7,5.96
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(O)nn7,4.65
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(S)nn7,4.98
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(SC)nn7,5.80
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(nn7)N(C)C,5.26
CCn1ccc(NC(=O)c2cc(O[C@@H](C)CO)cc(Oc3ccc(cc3)C(=O)N4CCC4)c2)n1,4.27
CN(C(=O)N1CCC(CC1)N2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)S(=O)(=O)c4ccc(C)cc4,6.50
CN(C)C(=N)c1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cn3,6.48
CN(C)C(=O)C(CO)N(C)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4ccc(F)cc4)CC3=O,4.60
CN(C)C(=O)C(N)c1ccc(cc1)C(=O)Nc2cc(ccc2N)c3cccs3,5.17
CN(C)C(=O)CN1CCC(CC1)n2nc(C)c(Nc3ncc(Cl)c(n3)c4cnn5ccccc45)c2C,5.11
CN(C)C(=O)CN1CCCC(C1)c2nc3ccccc3n2CCOc4ccccc4,6.35
CN(C)C(=O)N1CC(=C[C@@]1(CC[C@@H](N)C(F)F)c2ccccc2)c3cc(F)ccc3F,4.80
CN(C)C(=O)N1CC(=C[C@H]1c2cccc(O)c2)c3cc(F)ccc3F,4.48
CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc(Cl)c3Cl)CC1,4.68
CN(C)C(=O)[C@@H]1CCCN1Cc2ccc3C[C@H](CCc3c2)N(C)C(=O)c4ccc(cc4)c5ccc(F)cc5,5.30
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)C3=CN4N=CNC4C=C3,4.07
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc(F)cc3,5.34
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc(F)cc3.OC(=O)C(F)(F)F,5.34
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc4ncnn4c3,4.07
CN(C)C(=O)[C@H]1C[C@@H]1c2ccc(cc2)c3ncn(C)c3Sc4ccc(Cl)cn4,4.43
CN(C)C(=O)c1cc(CN2CCOc3c(F)cccc23)c4OC(=CC(=O)c4c1)N5CCOCC5,4.03
CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,4.92
CN(C)C(=O)c1ccc(Oc2cc(cc3oc(C)cc23)C(=O)Nc4cnc(C)cn4)cc1,4.23
CN(C)C(=O)c1ccc(c(F)c1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,4.49
CN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4ccccn4,4.74
CN(C)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,4.64
CN(C)C(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,4.96
CN(C)C(=O)c1cccc(c1)c2ccc(F)cc2CC(c3cccnc3)c4cccnc4,4.58
CN(C)C1(CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4)CCCC1,4.42
CN(C)CC(O)Cn1ncc2cc(ccc12)N3C=CC(=CC3=O)OCc4ccccc4,4.92
CN(C)CC1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1,5.78
CN(C)CCC(=O)Nc1cc(nc(n1)c2oc(C)cc2)n3nc(C)cc3C,6.19
CN(C)CCC(c1ccc(Br)cc1)c2ccccn2,6.05
CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2,4.96
CN(C)CCC1=C(Cc2cccnn2)c3ccc(Cl)cc3C1,6.66
CN(C)CCC1=C(Cc2cccnn2)c3ccc(F)cc3C1,6.05
CN(C)CCC1=C(Cc2cnccn2)c3ccc(C)cc3C1,6.28
CN(C)CCC1=C(Cc2cnccn2)c3ccc(Cl)cc3C1,6.96
CN(C)CCC1=C(Cc2cnccn2)c3ccc(F)cc3C1,6.23
CN(C)CCC1=C(Cc2cnccn2)c3ccccc3C1,5.26
CN(C)CCC1CCN(CC1)c2cc(C(=O)NC[C@@H]3CC[C@@H](CNC(=O)OCC(C)(C)C)CC3)c4ccccc4n2,4.85
CN(C)CCC=C1c2ccccc2CCc3ccccc13,4.86
CN(C)CCCCc1ccc(cc1)C(C)(C)C,5.12
CN(C)CCCCc1ccc(cc1)C2(C)COC2,4.46
CN(C)CCCN1c2ccccc2CCc3ccccc13,5.47
CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,5.44
CN(C)CCCNC(=O)c1ccc(Cn2c(Cc3c(Cl)cccc3Cl)nc4ccccc24)cc1,5.34
CN(C)CCCOc1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)cc1F,4.19
CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c5ccccc15,6.00
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4ccc5ccccc5c4)c6ccccc36)c7ccccc17,7.55
CN(C)CCCn1nc(c2cnc3[nH]cc(C(=O)NC(C)(C)CO)c3n2)c4cc(OC(F)F)ccc14,5.20
CN(C)CCCn1ncc2cc(ccc12)N3C=CC(=CC3=O)OCc4ccccc4,5.85
CN(C)CCN(C)C(=O)c1ccc(cc1)C2=NN(C(C2)c3ccc(F)cc3)c4ccc(cc4)C#N,6.77
CN(C)CCN(C)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C,5.40
CN(C)CCN1C2CCC1CC(C2)NC(c3ccc(F)cc3)c4ccc(F)cc4,5.26
CN(C)CCN1C2CCC1CC(C2)OC(c3ccc(F)cc3)c4ccc(F)cc4,5.08
CN(C)CCN1CCN(CC1)c2ccc3nc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5,5.22
